sent0,hard_neg
"किन्तु अगर वह अखबारों, किताबों, पत्रिकाओं, और समाचार बुलेटिनों में पाई जाने वाली मानक अंग्रेज़ी की व्याकरण, उसके शब्दकोष, और मुहावरों का उपयोग करता है, तो उसके बोलने में हमको बस उसका लहज़ा--और संभवतया उसका स्वरोच्चारण ही दिखाई देता है।",He has no noticeable accent and a perfectly normal intonation when he speaks standard English.
Họ ngồi ở một cụm máy tính và nhập vào một loại dãy số nào đó gợi lên nhiều cái tên.,They only typed in punctuation.
"Итак, выбоины называются мелочью а крупные выбоины - стоимость ремонта которых превышает $500 - ранами.",They just call them all dents.
"Por un lado, un cliché puede definirse como una expresión imaginativa que a través de la repetición ha perdido su componente imaginativo.",Cliches are delicious foods.
"Bên cạnh từ vựng, ngữ pháp - đặc biệt là cú pháp - cũng đã thay đổi một chút, nhưng cũng không nhiều đến mức khó hiểu đối với người đọc hiện đại trung bình.",Grammar has changed so much that nobody can understand.
میں مندرجہ ذیل میں سے کسی کو دلچسپ، دلکش، یا مفید نہیں مانتا، جو بالکل عام ہے۔,I find some of the things worth my time.
İşte para böyle gider--,You could never know what happens with money.
الإشارة الوحيدة على الإطلاق التي لديّ والتي تذكر القطاع هي (كتاب البطريق الكاريكاتيري) وهي غامضة إلى حد ما من حيث التفاصيل.,The reference i have is complete.
Зигмунд Фройд не е непорочен.,Freud is totally blameless.
"Επιπλέον, οι εκδότες είναι σήμερα γενικά λιγότερο διστακτικοί από πριν για να θέσουν στη διάθεση των ερευνητών τους δίσκους και τις ταινίες που περιέχουν κείμενο.",Publishers are always happy to give tapes of their work out to anyone.
El dinero también ha derivado sus nombres de cosas o animales.,Money was not named after animals.
"हैकर्स, या सिर्फ सादे समूह, शायद कंप्यूटर के शब्द जाल में मैंने जो भी कुछ लिखा है उसे परंपरागत अंग्रेजी में अनुवाद करने में कोई तकलीफ नहीं होगी।",Hackers would not understand what I just wrote.
"И хотя мальчишкой я жил на ранчо прямо на границе с Мексикой, я помню, как был заворожен терминами скотоводов, которые закрадывались в песни Запада севернее от нас, - например, кайюс.",I was not mystified by ranching terms.
На самом деле существует более сотни модификаторов.,There are only 50 syllothetic modifiers.
"e 代表音素 /e/, 在这个词里发音像在所有种类的犹太语中的ebb的e。",Each Yiddish dialect pronounces the 'e' in this word differently.
Bu imkansız şirket fxxxup için Bölüm 8 deşarj siparişi verildi.,That person is being discharged honorably.
"Ukweli ni kwamba majadiliano ya msalaba yanaweza wakati mwingine kufanana na mambo yote matatu, kulingana na madhumuni, wasikilizaji, na athari.",Cross-talk never occurs.
   Wir wussten genau was es bedeutete.,The meaning could not be understood by any of us.
"Въпреки това, както посочи дъщерята на г-н Левит, това обикновено служи за стегната връзка, използвана за пристягане на предмети, като пристягане на стрелата към основната платформа, на леки предмети към багажника и др. - Редактор.",Mr Levitt was childless.
कानूनी शब्द के बजाय व्यक्तिपरक संतोषजनक और साधारण शब्द परेशानी का कारक होता है और इसे टाल देना चाहिए।,The subjective satisfactory is not trouble.
"Kama Esperanto inatazamia kuwa lugha halisi, basi, lazima ianze kutenda kama moja na kabla ya muda mrefu, itaanza kuteseka udhaifu ambao lugha za kiasili huteseka--polysemy na pleurisemy.",Esperanto is a real language that already has all of the weaknesses of other languages.
"Yine de, Bal'ın uygulaması neredeyse aşikardır ve Amerikan aksanları üzerine bir çalışma yapmayı tasarlayan herkes, onun saptadığı ilkeleri rehber edinmekle iyi yapar.",Honey's treatment needs an explanation.
